a	b	DFreq
0.010000	0.920000	0.000799
0.010000	0.930000	0.000801
0.010000	0.940000	0.000801
0.010000	0.950000	0.000800
0.010000	0.960000	0.000797
0.010000	0.970000	0.000795
0.010000	0.980000	0.000791
0.010000	0.990000	0.000786
0.010000	1.000000	0.000780
0.020000	0.000000	0.000000
0.020000	0.010000	0.000000
0.020000	0.020000	0.000000
0.020000	0.030000	0.000000
0.020000	0.040000	0.000000
0.020000	0.050000	0.000000
0.020000	0.060000	0.000000
0.020000	0.070000	0.000000
0.020000	0.080000	0.000000
0.020000	0.090000	0.000000
0.020000	0.100000	0.000000
0.020000	0.110000	0.000000
0.020000	0.120000	0.000000
0.020000	0.130000	0.000000
0.020000	0.140000	0.000000
0.020000	0.150000	0.000000
0.020000	0.160000	0.000000
0.020000	0.170000	0.000000
0.020000	0.180000	0.000000
0.020000	0.190000	0.000000
0.020000	0.200000	0.000000
0.020000	0.210000	0.000000
0.020000	0.220000	0.000000
0.020000	0.230000	0.000000
0.020000	0.240000	0.000000
0.020000	0.250000	0.000000
0.020000	0.260000	0.000000
0.020000	0.270000	0.000000
0.020000	0.280000	0.000000
0.020000	0.290000	0.000000
0.020000	0.300000	0.000000
0.020000	0.310000	0.000000
0.020000	0.320000	0.000000
0.020000	0.330000	0.000000
0.020000	0.340000	0.000000
0.020000	0.350000	0.000000
0.020000	0.360000	0.000000
0.020000	0.370000	0.000000
0.020000	0.380000	0.000000
0.020000	0.390000	0.000000
0.020000	0.400000	0.000000
0.020000	0.410000	0.000000
0.020000	0.420000	0.000000
0.020000	0.430000	0.000000
0.020000	0.440000	0.000000
0.020000	0.450000	0.000000
0.020000	0.460000	0.000000
0.020000	0.470000	0.000000
0.020000	0.480000	0.000000
0.020000	0.490000	0.000000
0.020000	0.500000	0.000000
0.020000	0.510000	0.000000
0.020000	0.520000	0.000000
0.020000	0.530000	0.000000
0.020000	0.540000	0.000000
0.020000	0.550000	0.000000
0.020000	0.560000	0.000000
0.020000	0.570000	0.000000
0.020000	0.580000	0.000000
0.020000	0.590000	0.000000
0.020000	0.600000	0.000000
0.020000	0.610000	0.000000
0.020000	0.620000	0.000000
0.020000	0.630000	0.000000
0.020000	0.640000	0.000000
0.020000	0.650000	0.000000
0.020000	0.660000	0.000000
0.020000	0.670000	0.000000
0.020000	0.680000	0.000000
0.020000	0.690000	0.000000
0.020000	0.700000	0.000000
0.020000	0.710000	0.000000
0.020000	0.720000	0.000000
0.020000	0.730000	0.000007
0.020000	0.740000	0.000131
0.020000	0.750000	0.000466
0.020000	0.760000	0.000085
0.020000	0.770000	0.000308
0.020000	0.780000	0.000565
0.020000	0.790000	0.000787
0.020000	0.800000	0.000968
0.020000	0.810000	0.001112
0.020000	0.820000	0.001225
0.020000	0.830000	0.001317
0.020000	0.840000	0.001390
0.020000	0.850000	0.001449
0.020000	0.860000	0.001494
0.020000	0.870000	0.001531
0.020000	0.880000	0.001558
0.020000	0.890000	0.001579
0.020000	0.900000	0.001595
0.020000	0.910000	0.001604
0.020000	0.920000	0.001610
0.020000	0.930000	0.001614
0.020000	0.940000	0.001613
0.020000	0.950000	0.001609
0.020000	0.960000	0.001605
0.020000	0.970000	0.001599
0.020000	0.980000	0.001591
0.020000	0.990000	0.001581
0.020000	1.000000	0.001570
0.030000	0.000000	0.000000
0.030000	0.010000	0.000000
0.030000	0.020000	0.000000
0.030000	0.030000	0.000000
0.030000	0.040000	0.000000
0.030000	0.050000	0.000000
0.030000	0.060000	0.000000
0.030000	0.070000	0.000000
0.030000	0.080000	0.000000
0.030000	0.090000	0.000000
0.030000	0.100000	0.000000
0.030000	0.110000	0.000000
0.030000	0.120000	0.000000
0.030000	0.130000	0.000000
0.030000	0.140000	0.000000
0.030000	0.150000	0.000000
0.030000	0.160000	0.000000
0.030000	0.170000	0.000000
0.030000	0.180000	0.000000
0.030000	0.190000	0.000000
0.030000	0.200000	0.000000
0.030000	0.210000	0.000000
0.030000	0.220000	0.000000
0.030000	0.230000	0.000000
0.030000	0.240000	0.000000
0.030000	0.250000	0.000000
0.030000	0.260000	0.000000
0.030000	0.270000	0.000000
0.030000	0.280000	0.000000
0.030000	0.290000	0.000000
0.030000	0.300000	0.000000
0.030000	0.310000	0.000000
0.030000	0.320000	0.000000
0.030000	0.330000	0.000000
0.030000	0.340000	0.000000
0.030000	0.350000	0.000000
0.030000	0.360000	0.000000
0.030000	0.370000	0.000000
0.030000	0.380000	0.000000
0.030000	0.390000	0.000000
0.030000	0.400000	0.000000
0.030000	0.410000	0.000000
0.030000	0.420000	0.000000
0.030000	0.430000	0.000000
0.030000	0.440000	0.000000
0.030000	0.450000	0.000000
0.030000	0.460000	0.000000
0.030000	0.470000	0.000000
0.030000	0.480000	0.000000
0.030000	0.490000	0.000000
0.030000	0.500000	0.000000
0.030000	0.510000	0.000000
0.030000	0.520000	0.000000
0.030000	0.530000	0.000000
0.030000	0.540000	0.000000
0.030000	0.550000	0.000000
0.030000	0.560000	0.000000
0.030000	0.570000	0.000000
0.030000	0.580000	0.000000
0.030000	0.590000	0.000000
0.030000	0.600000	0.000000
0.030000	0.610000	0.000000
0.030000	0.620000	0.000000
0.030000	0.630000	0.000000
0.030000	0.640000	0.000000
0.030000	0.650000	0.000000
0.030000	0.660000	0.000000
0.030000	0.670000	0.000000
0.030000	0.680000	0.000000
0.030000	0.690000	0.000000
0.030000	0.700000	0.000000
0.030000	0.710000	0.000000
0.030000	0.720000	0.000001
0.030000	0.730000	0.000017
0.030000	0.740000	0.000244
0.030000	0.750000	0.000307
0.030000	0.760000	0.000195
0.030000	0.770000	0.000559
0.030000	0.780000	0.000934
0.030000	0.790000	0.001252
0.030000	0.800000	0.001509
0.030000	0.810000	0.001715
0.030000	0.820000	0.001879
0.030000	0.830000	0.002010
0.030000	0.840000	0.002116
0.030000	0.850000	0.002200
0.030000	0.860000	0.002266
0.030000	0.870000	0.002319
0.030000	0.880000	0.002357
0.030000	0.890000	0.002388
0.030000	0.900000	0.002410
0.030000	0.910000	0.002423
0.030000	0.920000	0.002432
0.030000	0.930000	0.002436
0.030000	0.940000	0.002435
0.030000	0.950000	0.002429
0.030000	0.960000	0.002422
0.030000	0.970000	0.002413
0.030000	0.980000	0.002401
0.030000	0.990000	0.002386
0.030000	1.000000	0.002369
0.040000	0.000000	0.000000
0.040000	0.010000	0.000000
0.040000	0.020000	0.000000
0.040000	0.030000	0.000000
0.040000	0.040000	0.000000
0.040000	0.050000	0.000000
0.040000	0.060000	0.000000
0.040000	0.070000	0.000000
0.040000	0.080000	0.000000
0.040000	0.090000	0.000000
0.040000	0.100000	0.000000
0.040000	0.110000	0.000000
0.040000	0.120000	0.000000
0.040000	0.130000	0.000000
0.040000	0.140000	0.000000
0.040000	0.150000	0.000000
0.040000	0.160000	0.000000
0.040000	0.170000	0.000000
0.040000	0.180000	0.000000
0.040000	0.190000	0.000000
0.040000	0.200000	0.000000
0.040000	0.210000	0.000000
0.040000	0.220000	0.000000
0.040000	0.230000	0.000000
0.040000	0.240000	0.000000
0.040000	0.250000	0.000000
0.040000	0.260000	0.000000
0.040000	0.270000	0.000000
0.040000	0.280000	0.000000
0.040000	0.290000	0.000000
0.040000	0.300000	0.000000
0.040000	0.310000	0.000000
0.040000	0.320000	0.000000
0.040000	0.330000	0.000000
0.040000	0.340000	0.000000
0.040000	0.350000	0.000000
0.040000	0.360000	0.000000
0.040000	0.370000	0.000000
0.040000	0.380000	0.000000
0.040000	0.390000	0.000000
0.040000	0.400000	0.000000
0.040000	0.410000	0.000000
0.040000	0.420000	0.000000
0.040000	0.430000	0.000000
0.040000	0.440000	0.000000
0.040000	0.450000	0.000000
0.040000	0.460000	0.000000
0.040000	0.470000	0.000000
0.040000	0.480000	0.000000
0.040000	0.490000	0.000000
0.040000	0.500000	0.000000
0.040000	0.510000	0.000000
0.040000	0.520000	0.000000
0.040000	0.530000	0.000000
0.040000	0.540000	0.000000
0.040000	0.550000	0.000000
0.040000	0.560000	0.000000
0.040000	0.570000	0.000000
0.040000	0.580000	0.000000
0.040000	0.590000	0.000000
0.040000	0.600000	0.000000
0.040000	0.610000	0.000000
0.040000	0.620000	0.000000
0.040000	0.630000	0.000000
0.040000	0.640000	0.000000
0.040000	0.650000	0.000000
0.040000	0.660000	0.000000
0.040000	0.670000	0.000000
0.040000	0.680000	0.000000
0.040000	0.690000	0.000000
0.040000	0.700000	0.000000
0.040000	0.710000	0.000000
0.040000	0.720000	0.000002
0.040000	0.730000	0.000040
0.040000	0.740000	0.000391
0.040000	0.750000	0.000130
0.040000	0.760000	0.000373
0.040000	0.770000	0.000875
0.040000	0.780000	0.001358
0.040000	0.790000	0.001762
0.040000	0.800000	0.002087
0.040000	0.810000	0.002349
0.040000	0.820000	0.002559
0.040000	0.830000	0.002726
0.040000	0.840000	0.002862
0.040000	0.850000	0.002969
0.040000	0.860000	0.003054
0.040000	0.870000	0.003122
0.040000	0.880000	0.003170
0.040000	0.890000	0.003211
0.040000	0.900000	0.003238
0.040000	0.910000	0.003254
0.040000	0.920000	0.003265
0.040000	0.930000	0.003270
0.040000	0.940000	0.003268
0.040000	0.950000	0.003259
0.040000	0.960000	0.003249
0.040000	0.970000	0.003237
0.040000	0.980000	0.003221
0.040000	0.990000	0.003201
0.040000	1.000000	0.003178
0.050000	0.000000	0.000000
0.050000	0.010000	0.000000
0.050000	0.020000	0.000000
0.050000	0.030000	0.000000
0.050000	0.040000	0.000000
0.050000	0.050000	0.000000
0.050000	0.060000	0.000000
0.050000	0.070000	0.000000
0.050000	0.080000	0.000000
0.050000	0.090000	0.000000
0.050000	0.100000	0.000000
0.050000	0.110000	0.000000
0.050000	0.120000	0.000000
0.050000	0.130000	0.000000
0.050000	0.140000	0.000000
0.050000	0.150000	0.000000
0.050000	0.160000	0.000000
0.050000	0.170000	0.000000
0.050000	0.180000	0.000000
0.050000	0.190000	0.000000
0.050000	0.200000	0.000000
0.050000	0.210000	0.000000
0.050000	0.220000	0.000000
0.050000	0.230000	0.000000
0.050000	0.240000	0.000000
0.050000	0.250000	0.000000
0.050000	0.260000	0.000000
0.050000	0.270000	0.000000
0.050000	0.280000	0.000000
0.050000	0.290000	0.000000
0.050000	0.300000	0.000000
0.050000	0.310000	0.000000
0.050000	0.320000	0.000000
0.050000	0.330000	0.000000
0.050000	0.340000	0.000000
0.050000	0.350000	0.000000
0.050000	0.360000	0.000000
0.050000	0.370000	0.000000
0.050000	0.380000	0.000000
0.050000	0.390000	0.000000
0.050000	0.400000	0.000000
0.050000	0.410000	0.000000
0.050000	0.420000	0.000000
0.050000	0.430000	0.000000
0.050000	0.440000	0.000000
0.050000	0.450000	0.000000
0.050000	0.460000	0.000000
0.050000	0.470000	0.000000
0.050000	0.480000	0.000000
0.050000	0.490000	0.000000
0.050000	0.500000	0.000000
0.050000	0.510000	0.000000
0.050000	0.520000	0.000000
0.050000	0.530000	0.000000
0.050000	0.540000	0.000000
0.050000	0.550000	0.000000
0.050000	0.560000	0.000000
0.050000	0.570000	0.000000
0.050000	0.580000	0.000000
0.050000	0.590000	0.000000
0.050000	0.600000	0.000000
0.050000	0.610000	0.000000
0.050000	0.620000	0.000000
0.050000	0.630000	0.000000
0.050000	0.640000	0.000000
0.050000	0.650000	0.000000
0.050000	0.660000	0.000000
0.050000	0.670000	0.000000
0.050000	0.680000	0.000000
0.050000	0.690000	0.000000
0.050000	0.700000	0.000000
0.050000	0.710000	0.000000
0.050000	0.720000	0.000005
0.050000	0.730000	0.000086
0.050000	0.740000	0.000492
0.050000	0.750000	0.000139
0.050000	0.760000	0.000623
0.050000	0.770000	0.001254
0.050000	0.780000	0.001834
0.050000	0.790000	0.002314
0.050000	0.800000	0.002701
0.050000	0.810000	0.003013
0.050000	0.820000	0.003264
0.050000	0.830000	0.003463
0.050000	0.840000	0.003627
0.050000	0.850000	0.003755
0.050000	0.860000	0.003858
0.050000	0.870000	0.003939
0.050000	0.880000	0.003997
0.050000	0.890000	0.004046
0.050000	0.900000	0.004079
0.050000	0.910000	0.004097
0.050000	0.920000	0.004110
0.050000	0.930000	0.004115
0.050000	0.940000	0.004111
0.050000	0.950000	0.004099
0.050000	0.960000	0.004087
0.050000	0.970000	0.004071
0.050000	0.980000	0.004050
0.050000	0.990000	0.004025
0.050000	1.000000	0.003996
0.060000	0.000000	0.000000
0.060000	0.010000	0.000000
0.060000	0.020000	0.000000
0.060000	0.030000	0.000000
0.060000	0.040000	0.000000
0.060000	0.050000	0.000000
0.060000	0.060000	0.000000
0.060000	0.070000	0.000000
0.060000	0.080000	0.000000
0.060000	0.090000	0.000000
0.060000	0.100000	0.000000
0.060000	0.110000	0.000000
0.060000	0.120000	0.000000
0.060000	0.130000	0.000000
0.060000	0.140000	0.000000
0.060000	0.150000	0.000000
0.060000	0.160000	0.000000
0.060000	0.170000	0.000000
0.060000	0.180000	0.000000
0.060000	0.190000	0.000000
0.060000	0.200000	0.000000
0.060000	0.210000	0.000000
0.060000	0.220000	0.000000
0.060000	0.230000	0.000000
0.060000	0.240000	0.000000
0.060000	0.250000	0.000000
0.060000	0.260000	0.000000
0.060000	0.270000	0.000000
0.060000	0.280000	0.000000
0.060000	0.290000	0.000000
0.060000	0.300000	0.000000
0.060000	0.310000	0.000000
0.060000	0.320000	0.000000
0.060000	0.330000	0.000000
0.060000	0.340000	0.000000
0.060000	0.350000	0.000000
0.060000	0.360000	0.000000
0.060000	0.370000	0.000000
0.060000	0.380000	0.000000
0.060000	0.390000	0.000000
0.060000	0.400000	0.000000
0.060000	0.410000	0.000000
0.060000	0.420000	0.000000
0.060000	0.430000	0.000000
0.060000	0.440000	0.000000
0.060000	0.450000	0.000000
0.060000	0.460000	0.000000
0.060000	0.470000	0.000000
0.060000	0.480000	0.000000
0.060000	0.490000	0.000000
0.060000	0.500000	0.000000
0.060000	0.510000	0.000000
0.060000	0.520000	0.000000
0.060000	0.530000	0.000000
0.060000	0.540000	0.000000
0.060000	0.550000	0.000000
0.060000	0.560000	0.000000
0.060000	0.570000	0.000000
0.060000	0.580000	0.000000
0.060000	0.590000	0.000000
0.060000	0.600000	0.000000
0.060000	0.610000	0.000000
0.060000	0.620000	0.000000
0.060000	0.630000	0.000000
0.060000	0.640000	0.000000
0.060000	0.650000	0.000000
0.060000	0.660000	0.000000
0.060000	0.670000	0.000000
0.060000	0.680000	0.000000
0.060000	0.690000	0.000000
0.060000	0.700000	0.000000
0.060000	0.710000	0.000001
0.060000	0.720000	0.000012
0.060000	0.730000	0.000175
0.060000	0.740000	0.000431
0.060000	0.750000	0.000279
0.060000	0.760000	0.000945
0.060000	0.770000	0.001695
0.060000	0.780000	0.002358
0.060000	0.790000	0.002907
0.060000	0.800000	0.003349
0.060000	0.810000	0.003704
0.060000	0.820000	0.003994
0.060000	0.830000	0.004222
0.060000	0.840000	0.004413
0.060000	0.850000	0.004559
0.060000	0.860000	0.004679
0.060000	0.870000	0.004772
0.060000	0.880000	0.004838
0.060000	0.890000	0.004895
0.060000	0.900000	0.004931
0.060000	0.910000	0.004951
0.060000	0.920000	0.004966
0.060000	0.930000	0.004971
0.060000	0.940000	0.004965
0.060000	0.950000	0.004950
0.060000	0.960000	0.004936
0.060000	0.970000	0.004916
0.060000	0.980000	0.004890
0.060000	0.990000	0.004860
0.060000	1.000000	0.004825
0.070000	0.000000	0.000000
0.070000	0.010000	0.000000
0.070000	0.020000	0.000000
0.070000	0.030000	0.000000
0.070000	0.040000	0.000000
0.070000	0.050000	0.000000
0.070000	0.060000	0.000000
0.070000	0.070000	0.000000
0.070000	0.080000	0.000000
0.070000	0.090000	0.000000
0.070000	0.100000	0.000000
0.070000	0.110000	0.000000
0.070000	0.120000	0.000000
0.070000	0.130000	0.000000
0.070000	0.140000	0.000000
0.070000	0.150000	0.000000
0.070000	0.160000	0.000000
0.070000	0.170000	0.000000
0.070000	0.180000	0.000000
0.070000	0.190000	0.000000
0.070000	0.200000	0.000000
0.070000	0.210000	0.000000
0.070000	0.220000	0.000000
0.070000	0.230000	0.000000
0.070000	0.240000	0.000000
0.070000	0.250000	0.000000
0.070000	0.260000	0.000000
0.070000	0.270000	0.000000
0.070000	0.280000	0.000000
0.070000	0.290000	0.000000
0.070000	0.300000	0.000000
0.070000	0.310000	0.000000
0.070000	0.320000	0.000000
0.070000	0.330000	0.000000
0.070000	0.340000	0.000000
0.070000	0.350000	0.000000
0.070000	0.360000	0.000000
0.070000	0.370000	0.000000
0.070000	0.380000	0.000000
0.070000	0.390000	0.000000
0.070000	0.400000	0.000000
0.070000	0.410000	0.000000
0.070000	0.420000	0.000000
0.070000	0.430000	0.000000
0.070000	0.440000	0.000000
0.070000	0.450000	0.000000
0.070000	0.460000	0.000000
0.070000	0.470000	0.000000
0.070000	0.480000	0.000000
0.070000	0.490000	0.000000
0.070000	0.500000	0.000000
0.070000	0.510000	0.000000
0.070000	0.520000	0.000000
0.070000	0.530000	0.000000
0.070000	0.540000	0.000000
0.070000	0.550000	0.000000
0.070000	0.560000	0.000000
0.070000	0.570000	0.000000
0.070000	0.580000	0.000000
0.070000	0.590000	0.000000
0.070000	0.600000	0.000000
0.070000	0.610000	0.000000
0.070000	0.620000	0.000000
0.070000	0.630000	0.000000
0.070000	0.640000	0.000000
0.070000	0.650000	0.000000
0.070000	0.660000	0.000000
0.070000	0.670000	0.000000
0.070000	0.680000	0.000000
0.070000	0.690000	0.000000
0.070000	0.700000	0.000000
0.070000	0.710000	0.000002
0.070000	0.720000	0.000029
0.070000	0.730000	0.000314
0.070000	0.740000	0.000237
0.070000	0.750000	0.000508
0.070000	0.760000	0.001339
0.070000	0.770000	0.002193
0.070000	0.780000	0.002930
0.070000	0.790000	0.003538
0.070000	0.800000	0.004030
0.070000	0.810000	0.004424
0.070000	0.820000	0.004749
0.070000	0.830000	0.005005
0.070000	0.840000	0.005217
0.070000	0.850000	0.005380
0.070000	0.860000	0.005516
0.070000	0.870000	0.005619
0.070000	0.880000	0.005695
0.070000	0.890000	0.005757
0.070000	0.900000	0.005797
0.070000	0.910000	0.005818
0.070000	0.920000	0.005835
0.070000	0.930000	0.005839
0.070000	0.940000	0.005830
0.070000	0.950000	0.005812
0.070000	0.960000	0.005795
0.070000	0.970000	0.005771
0.070000	0.980000	0.005741
0.070000	0.990000	0.005704
0.070000	1.000000	0.005663
0.080000	0.000000	0.000000
0.080000	0.010000	0.000000
0.080000	0.020000	0.000000
0.080000	0.030000	0.000000
0.080000	0.040000	0.000000
0.080000	0.050000	0.000000
0.080000	0.060000	0.000000
0.080000	0.070000	0.000000
0.080000	0.080000	0.000000
0.080000	0.090000	0.000000
0.080000	0.100000	0.000000
0.080000	0.110000	0.000000
0.080000	0.120000	0.000000
0.080000	0.130000	0.000000
0.080000	0.140000	0.000000
0.080000	0.150000	0.000000
0.080000	0.160000	0.000000
0.080000	0.170000	0.000000
0.080000	0.180000	0.000000
0.080000	0.190000	0.000000
0.080000	0.200000	0.000000
0.080000	0.210000	0.000000
0.080000	0.220000	0.000000
0.080000	0.230000	0.000000
0.080000	0.240000	0.000000
0.080000	0.250000	0.000000
0.080000	0.260000	0.000000
0.080000	0.270000	0.000000
0.080000	0.280000	0.000000
0.080000	0.290000	0.000000
0.080000	0.300000	0.000000
0.080000	0.310000	0.000000
0.080000	0.320000	0.000000
0.080000	0.330000	0.000000
0.080000	0.340000	0.000000
0.080000	0.350000	0.000000
0.080000	0.360000	0.000000
0.080000	0.370000	0.000000
0.080000	0.380000	0.000000
0.080000	0.390000	0.000000
0.080000	0.400000	0.000000
0.080000	0.410000	0.000000
0.080000	0.420000	0.000000
0.080000	0.430000	0.000000
0.080000	0.440000	0.000000
0.080000	0.450000	0.000000
0.080000	0.460000	0.000000
0.080000	0.470000	0.000000
0.080000	0.480000	0.000000
0.080000	0.490000	0.000000
0.080000	0.500000	0.000000
0.080000	0.510000	0.000000
0.080000	0.520000	0.000000
0.080000	0.530000	0.000000
0.080000	0.540000	0.000000
0.080000	0.550000	0.000000
0.080000	0.560000	0.000000
0.080000	0.570000	0.000000
0.080000	0.580000	0.000000
0.080000	0.590000	0.000000
0.080000	0.600000	0.000000
0.080000	0.610000	0.000000
0.080000	0.620000	0.000000
0.080000	0.630000	0.000000
0.080000	0.640000	0.000000
0.080000	0.650000	0.000000
0.080000	0.660000	0.000000
0.080000	0.670000	0.000000
0.080000	0.680000	0.000000
0.080000	0.690000	0.000000
0.080000	0.700000	0.000000
0.080000	0.710000	0.000004
0.080000	0.720000	0.000066
0.080000	0.730000	0.000459
0.080000	0.740000	0.000163
0.080000	0.750000	0.000825
0.080000	0.760000	0.001801
0.080000	0.770000	0.002745
0.080000	0.780000	0.003548
0.080000	0.790000	0.004205
0.080000	0.800000	0.004743
0.080000	0.810000	0.005174
0.080000	0.820000	0.005527
0.080000	0.830000	0.005810
0.080000	0.840000	0.006041
0.080000	0.850000	0.006219
0.080000	0.860000	0.006370
0.080000	0.870000	0.006481
0.080000	0.880000	0.006565
0.080000	0.890000	0.006632
0.080000	0.900000	0.006675
0.080000	0.910000	0.006696
0.080000	0.920000	0.006715
0.080000	0.930000	0.006718
0.080000	0.940000	0.006707
0.080000	0.950000	0.006684
0.080000	0.960000	0.006665
0.080000	0.970000	0.006637
0.080000	0.980000	0.006601
0.080000	0.990000	0.006559
0.080000	1.000000	0.006512
0.090000	0.000000	0.000000
0.090000	0.010000	0.000000
0.090000	0.020000	0.000000
0.090000	0.030000	0.000000
0.090000	0.040000	0.000000
0.090000	0.050000	0.000000
0.090000	0.060000	0.000000
0.090000	0.070000	0.000000
0.090000	0.080000	0.000000
0.090000	0.090000	0.000000
0.090000	0.100000	0.000000
0.090000	0.110000	0.000000
0.090000	0.120000	0.000000
0.090000	0.130000	0.000000
0.090000	0.140000	0.000000
0.090000	0.150000	0.000000
0.090000	0.160000	0.000000
0.090000	0.170000	0.000000
0.090000	0.180000	0.000000
0.090000	0.190000	0.000000
0.090000	0.200000	0.000000
0.090000	0.210000	0.000000
0.090000	0.220000	0.000000
